product_name,variant_name,variant_price,variant_sku,variant_stock,parent,Favourite,Product Description,Short Description,Information,Variant Header 1,Variant Header 2,Variant Header 3,Variant Header 4,discount code,GroupName,Sort,Image,category_name,sub_category_name,child_level_1,child_level_2,child_level_3,child_level_4,child_level_5
,1-1/4 BSPT Male Tee,59.05,B3M-20-20-20,66,B3M,,,,,1 1/4,1 1/4,1 1/4,,,2,20-20-20,,,,,,,,
,1-1/2 BSPT Male Tee,96.954,B3M-24-24-24,51,B3M,,,,,1 1/2,1 1/2,1 1/2,,,2,24-24-24,,,,,,,,
,2-0 BSPT Male Tee,304.37,B3M-32-32-32,10,B3M,,,,,2,2,2,,,2,32-32-32,,,,,,,,
B3MFSL,,,,,,,,BSPT Male X BSPT Male X BSPP Female Swivel (Leg) Tee,,BSPT M,BSPT M,BSPP F,,,,13850,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312396_1709547453_1709546532_B3MFSL.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,1/8 BSPTM X 1/8 BSPTM X 1/8 BSPPFS(Leg) Tee,12.5,B3MFSL-02-02-02,20,B3MFSL,,,,,8-Jan,8-Jan,8-Jan,,,2,2/2/2002,,,,,,,,
,1/4 BSPTMX1/4 BSPTMX1/4 BSPPFS(Leg)Tee,15.05,B3MFSL-04-04-04,67,B3MFSL,,,,,4-Jan,4-Jan,4-Jan,,,2,4/4/2004,,,,,,,,
,3/8 BSPTMX3/8 BSPTMX3/8 BSPPFS(Leg)Tee,17.55,B3MFSL-06-06-06,54,B3MFSL,,,,,8-Mar,8-Mar,8-Mar,,,2,6/6/2006,,,,,,,,
,1/2 BSPTMX1/2 BSPTMX1/2 BSPPFS(Leg)Tee,21.15,B3MFSL-08-08-08,38,B3MFSL,,,,,2-Jan,2-Jan,2-Jan,,,2,8/8/2008,,,,,,,,
,3/4 BSPTMX3/4 BSPTMX3/4 BSPPFS(Leg)Tee,31.95,B3MFSL-12-12-12,47,B3MFSL,,,,,4-Mar,4-Mar,4-Mar,,,2,12/12/2012,,,,,,,,
,1-0 BSPTMX1-0 BSPTMX1-0 BSPPFS(Leg)Tee,42.9,B3MFSL-16-16-16,45,B3MFSL,,,,,1,1,1,,,2,16-16-16,,,,,,,,
B3MFSR,,,,,,,,BSPT Male X BSPT Male X BSPP Female Swivel (Run) Tee,,BSPT M,BSPT M,BSPP F,,,,13860,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312397_1709547454_1709546533_B3MFSR.jpg,Hydraulic , Adaptors , Tee Adaptors,,,,
,1/8 BSPTM X1/8 BSPTM X1/8 BSPPFS(Run)Tee,18,B3MFSR-02-02-02,38,B3MFSR,,,,,8-Jan,8-Jan,8-Jan,,,2,2/2/2002,,,,,,,,
,1/4 BSPTM X1/4 BSPTM X1/4 BSPPFS(Run)Tee,13.7,B3MFSR-04-04-04,93,B3MFSR,,,,,4-Jan,4-Jan,4-Jan,,,2,4/4/2004,,,,,,,,
,3/8 BSPTMX3/8 BSPTMX3/8 BSPPFS(Run)Tee,15.9,B3MFSR-06-06-06,65,B3MFSR,,,,,8-Mar,8-Mar,8-Mar,,,2,6/6/2006,,,,,,,,
,1/2 BSPTMX1/2 BSPTMX1/2 BSPPFS(Run)Tee,19.65,B3MFSR-08-08-08,65,B3MFSR,,,,,2-Jan,2-Jan,2-Jan,,,2,8/8/2008,,,,,,,,
,3/4 BSPTMX3/4 BSPTMX3/4 BSPPFS(Run)Tee,29.1,B3MFSR-12-12-12,98,B3MFSR,,,,,4-Mar,4-Mar,4-Mar,,,2,12/12/2012,,,,,,,,
,1-0 BSPTMX1-0 BSPTMX1-0 BSPPFS(Run)Tee,56.3,B3MFSR-16-16-16,305,B3MFSR,,,,,1,1,1,,,2,16-16-16,,,,,,,,
,1-1/4BSPTMX1-1/4BSPTMX1-1/4BSPPFS(Run)Te,70.9,B3MFSR-20-20-20,8,B3MFSR,,,,,1 1/4,1 1/4,1 1/4,,,2,20-20-20,,,,,,,,
,1-1/2BSPTMX1-1/2BSPTMX1-1/2BSPPFS(Run)Te,133.9,B3MFSR-24-24-24,9,B3MFSR,,,,,1 1/2,1 1/2,1 1/2,,,2,24-24-24,,,,,,,,
B4F,,,,,,,,BSPT Female X BSPT Female 45°,,BSPT F,BSPT F,,,,,13140,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312403_1709547465_1709546533_B4F.jpg,Hydraulic , Adaptors , 45° Adaptors,,,,
,1/8 BSPT Female X 1/8 BSPT Female 45°,19.24,B4F-02-02,7,B4F,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4 BSPT Female X 1/4 BSPT Female 45°,17.05,B4F-04-04,40,B4F,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPT Female X 3/8 BSPT Female 45°,8.95,B4F-06-06,45,B4F,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,1/2 BSPT Female X 1/2 BSPT Female 45°,22.55,B4F-08-08,43,B4F,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPT Female X 3/4 BSPT Female 45°,31.9,B4F-12-12,27,B4F,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0 BSPT Female X 1-0 BSPT Female 45°,121.25,B4F-16-16,22,B4F,,,,,1,1,,,,2,16-16,,,,,,,,
B4M,,,,,,,,BSPT Male X BSPT Male 45°,,BSPT M,BSPT M,,,,,13150,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312403_1709547465_1709546534_B4M.jpg,Hydraulic , Adaptors , 45° Adaptors,,,,
,1/8 BSPT Male X 1/8 BSPT Male 45°,6.5,B4M-02-02,207,B4M,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/8 BSPT Male X 1/4 BSPT Male 45°,9.3,B4M-02-04,49,B4M,,,,,8-Jan,4-Jan,,,,2,4-Feb,,,,,,,,
,1/4 BSPT MALE X 1/4 BSPT Male 45°,11.7,B4M-04-04,73,B4M,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,1/4 BSPT Male X 3/8 BSPT Male 45°,13.65,B4M-04-06,10,B4M,,,,,4-Jan,8-Mar,,,,2,6-Apr,,,,,,,,
,3/8 BSPT Male X 3/8 BSPT Male 45°,12.55,B4M-06-06,155,B4M,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,1/2 BSPT Male X 1/2 BSPT Male 45°,16.1,B4M-08-08,99,B4M,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,1/2 BSPT Male X 3/4 BSPT Male 45°,23.2,B4M-08-12,31,B4M,,,,,2-Jan,4-Mar,,,,2,12-Aug,,,,,,,,
,3/4 BSPT Male X 3/4 BSPT Male 45°,22.1,B4M-12-12,65,B4M,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,3/4 BSPT Male X 1-0 BSPT Male 45°,29.9,B4M-12-16,40,B4M,,,,,4-Mar,1,,,,2,16-Dec,,,,,,,,
,1-0 BSPT Male X 1-0  BSPT Male 45°,26.1,B4M-16-16,118,B4M,,,,,1,1,,,,2,16-16,,,,,,,,
,1-1/4 BSPT Male X 1-1/4 BSPT Male 45°,52.5,B4M-20-20,32,B4M,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/2 BSPT Male X 1-1/2 BSPT Male 45°,150,B4M-24-24,77,B4M,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
,2-0 BSPT Male X 2-0 BSPT Male 45°,195,B4M-32-32,51,B4M,,,,,2,2,,,,2,32-32,,,,,,,,
B4MF,,,,,,,,BSPT Male X BSPT Female 45°,,BSPT M,BSPT F,,,,,13160,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312403_1709547465_1709546535_B4MF.jpg,Hydraulic , Adaptors , 45° Adaptors,,,,
,1/8 BSPT Male X 1/8 BSPT Female 45°,14.2,B4MF-02-02,89,B4MF,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4  BSPT Male X 1/8 BSPT Female 45°,14.2,B4MF-04-02,20,B4MF,,,,,4-Jan,8-Jan,,,,2,2-Apr,,,,,,,,
,1/4 BSPT Male X 1/4 BSPT Female 45°,13.3,B4MF-04-04,110,B4MF,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPT Male X 3/8 BSPT Female 45°,13.31,B4MF-06-06,63,B4MF,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,1/2 BSPT Male X 1/2 BSPT Female 45°,11.5,B4MF-08-08,14,B4MF,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPT Male X 3/4 BSPT Female 45°,17.5,B4MF-12-12,30,B4MF,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0 BSPT Male X 1-0 BSPT Female 45°,65.52,B4MF-16-16,50,B4MF,,,,,1,1,,,,2,16-16,,,,,,,,
B4MFS,,,,,,,,BSPT Male X BSPP Female Swivel 45°,,BSPT M,BSPP F,,,,,13170,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312404_1709547466_1709546535_B4MFS.jpg,Hydraulic , Adaptors , 45° Adaptors,,,,
,1/8 BSPT MaleX1/8 BSPP Female Swivel 45°,12.95,B4MFS-02-02,268,B4MFS,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4 BSPT MaleX1/4 BSPP Female Swivel 45°,12.7,B4MFS-04-04,94,B4MFS,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPT MaleX3/8 BSPP Female Swivel 45°,15.15,B4MFS-06-06,224,B4MFS,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,1/2 BSPT MaleX1/2 BSPP Female Swivel 45°,20.5,B4MFS-08-08,36,B4MFS,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPT MaleX3/4 BSPP Female Swivel 45°,31.95,B4MFS-12-12,90,B4MFS,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0 BSPT MaleX1-0 BSPP Female Swivel 45°,42.75,B4MFS-16-16,407,B4MFS,,,,,1,1,,,,2,16-16,,,,,,,,
,1-1/4 BSPTMaleX1-1/4BSPPFemaleSwivel 45°,92.4,B4MFS-20-20,36,B4MFS,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/2 BSPTMaleX1-1/2BSPPFemaleSwivel 45°,210.91,B4MFS-24-24,7,B4MFS,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
B9F,,,,,,,,BSPT Female X BSPT Female 90°,,BSPT F,BSPT F,,,,,13320,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312406_1709547473_1709546536_B9F.jpg,Hydraulic , Adaptors , 90° Adaptors,,,,
,1/8 BSPT Female X 1/8 BSPT Female 90°,7.4,B9F-02-02,166,B9F,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4 BSPT Female X 1/4 BSPT Female 90°,9.6,B9F-04-04,97,B9F,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPT Female X 3/8 BSPT Female 90°,10.3,B9F-06-06,35,B9F,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,3/8 BSPT Female X 1/2 BSPT Female 90°,117.53,B9F-06-08,0,B9F,,,,,8-Mar,2-Jan,,,,2,8-Jun,,,,,,,,
,1/2 BSPT Female X 1/2 BSPT Female 90°,15.55,B9F-08-08,170,B9F,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPT Female X 3/4 BSPT Female 90°,19.3,B9F-12-12,596,B9F,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0  BSPT Female X 1-0 BSPT Female 90°,37.4,B9F-16-16,128,B9F,,,,,1,1,,,,2,16-16,,,,,,,,
,1-1/4 BSPT Female X1-1/4 BSPT Female 90°,90,B9F-20-20,57,B9F,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/2 BSPT FemaleX1-1/2 BSPT Female 90°,150.5,B9F-24-24,15,B9F,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
,2-0 BSPT Female X 2-0 BSPT Female 90°,185,B9F-32-32,161,B9F,,,,,2,2,,,,2,32-32,,,,,,,,
B9M,,,,,,,,BSPT Male X BSPT Male 90°,,BSPT M,BSPT M,,,,,13340,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312406_1709547473_1709546536_B9M.jpg,Hydraulic , Adaptors , 90° Adaptors,,,,
,1/8 BSPT Male X 1/8 BSPT Male 90°,6,B9M-02-02,582,B9M,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/8 BSPT Male X 1/4 BSPT Male 90°,7.45,B9M-02-04,188,B9M,,,,,8-Jan,4-Jan,,,,2,4-Feb,,,,,,,,
,1/4 BSPT Male X 1/4 BSPT Male  90°,7.25,B9M-04-04,215,B9M,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,1/4 BSPT Male X 3/8 BSPT Male 90°,8.6,B9M-04-06,108,B9M,,,,,4-Jan,8-Mar,,,,2,6-Apr,,,,,,,,
,1/4 BSPT Male X 1/2 BSPT Male 90°,11.05,B9M-04-08,58,B9M,,,,,4-Jan,2-Jan,,,,2,8-Apr,,,,,,,,
,3/8 BSPT Male X 3/8 BSPT Male 90°,8.35,B9M-06-06,118,B9M,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,3/8 BSPT Male X 1/2 BSPT Male 90°,12.2,B9M-06-08,52,B9M,,,,,8-Mar,2-Jan,,,,2,8-Jun,,,,,,,,
,1/2 BSPT Male X 1/2 BSPT Male 90°,8.45,B9M-08-08,311,B9M,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,1/2 BSPT Male X 3/4 BSPT Male 90°,12.55,B9M-08-12,89,B9M,,,,,2-Jan,4-Mar,,,,2,12-Aug,,,,,,,,
,1/2 BSPT Male X 1-0 BSPT Male 90°,98.75,B9M-08-16,0,B9M,,,,,2-Jan,1,,,,2,16-Aug,,,,,,,,
,3/4 BSPT Male X 3/4 BSPT Male 90°,13,B9M-12-12,202,B9M,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,3/4 BSPT Male X 1-0 BSPT Male 90°,21.05,B9M-12-16,63,B9M,,,,,4-Mar,1,,,,2,16-Dec,,,,,,,,
,3/4 BSPT Male X 1-1/4 BSPT Male 90°,54.45,B9M-12-20,7,B9M,,,,,4-Mar,1 1/4,,,,2,20-Dec,,,,,,,,
,1-0 BSPT Male X 1-0 BSPT Male 90°,21.1,B9M-16-16,143,B9M,,,,,1,1,,,,2,16-16,,,,,,,,
,1-0 BSPT Male X 1-1/4 BSPT Male 90°,38.3,B9M-16-20,47,B9M,,,,,1,1 1/4,,,,2,16-20,,,,,,,,
,1-1/4 BSPT Male X 1-1/4 BSPT Male 90°,35.12,B9M-20-20,153,B9M,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/4 BSPT Male X 1-1/2 BSPT Male 90°,211.8,B9M-20-24,0,B9M,,,,,1 1/4,1 1/2,,,,2,20-24,,,,,,,,
,1-1/2 BSPT Male X 1-1/2 BSPT Male 90°,89.9,B9M-24-24,38,B9M,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
,2-0 BSPT Male X 2-0 BSPT Male 90°,139,B9M-32-32,17,B9M,,,,,2,2,,,,2,32-32,,,,,,,,
B9MF,,,,,,,,BSPT Male X BSPTFemale 90°,,BSPT M,BSPT F,,,,,13350,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312407_1709547474_1709546537_B9MF.jpg,Hydraulic , Adaptors , 90° Adaptors,,,,
,1/8 BSPT Male X 1/8 BSPT  Female 90°,7.55,B9MF-02-02,488,B9MF,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4  BSPT Male X 1/4 BSPT Female 90°,9.5,B9MF-04-04,538,B9MF,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8  BSPT Male X 3/8 BSPT Female 90°,10.3,B9MF-06-06,98,B9MF,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,3/8 BSPT Male X 1/2 BSPT Female 90°,24.95,B9MF-06-08,49,B9MF,,,,,8-Mar,2-Jan,,,,2,8-Jun,,,,,,,,
,1/2  BSPT Male X 1/2 BSPT Female 90°,12.55,B9MF-08-08,182,B9MF,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,1/2 BSPT Male X 3/4  BSPT  Female 90°,72,B9MF-08-12,33,B9MF,,,,,2-Jan,4-Mar,,,,2,12-Aug,,,,,,,,
,3/4  BSPT Male X 3/4 BSPT Female 90°,20.5,B9MF-12-12,228,B9MF,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0 BSPT Male X 1-0 BSPT Female 90°,39,B9MF-16-16,241,B9MF,,,,,1,1,,,,2,16-16,,,,,,,,
,1-1/4  BSPT Male X 1-1/4 BSPT Female 90°,58.82,B9MF-20-20,7,B9MF,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/2  BSPT Male X 1-1/2 BSPT Female 90°,150,B9MF-24-24,28,B9MF,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
,2-0 BSPT Male X 2-0 BSPT Female 90°,180,B9MF-32-32,63,B9MF,,,,,2,2,,,,2,32-32,,,,,,,,
B9MFS,,,,,,,,BSPT Male X BSPP Female Swivel 90°,,BSPT M,BSPP F,,,,,13360,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312407_1709547475_1709546538_B9MFS.jpg,Hydraulic , Adaptors , 90° Adaptors,,,,
,1/8 BSPT MaleX1/8 BSPP Female Swivel 90°,9.25,B9MFS-02-02,118,B9MFS,,,,,8-Jan,8-Jan,,,,2,2-Feb,,,,,,,,
,1/4 BSPT MaleX1/4 BSPP Female Swivel 90°,10.5,B9MFS-04-04,165,B9MFS,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPT MaleX 3/8 BSPP Female Sivel 90°,12.7,B9MFS-06-06,289,B9MFS,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,3/8 BSPT MaleX1/2 BSPP Female Swivel 90°,32.06,B9MFS-06-08,6,B9MFS,,,,,8-Mar,2-Jan,,,,2,8-Jun,,,,,,,,
,1/2 BSPT MaleX3/8 BSPP Female Swivel 90°,37.85,B9MFS-08-06,22,B9MFS,,,,,2-Jan,8-Mar,,,,2,6-Aug,,,,,,,,
,1/2 BSPT MaleX1/2 BSPP Female Swivel 90°,13.5,B9MFS-08-08,286,B9MFS,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPT Male X 1/2 BSPP Female Swivel 90°,25.2,B9MFS-12-08,14,B9MFS,,,,,4-Mar,2-Jan,,,,2,8-Dec,,,,,,,,
,3/4 BSPT MaleX3/4 BSPP Female Swivel 90°,20,B9MFS-12-12,192,B9MFS,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,3/4 BSPT MaleX1-0 BSPP Female Swivel 90°,56.73,B9MFS-12-16,10,B9MFS,,,,,4-Mar,1,,,,2,16-Dec,,,,,,,,
,1-0 BSPT MaleX1-0 BSPP Female Swivel 90°,28.5,B9MFS-16-16,618,B9MFS,,,,,1,1,,,,2,16-16,,,,,,,,
,1-1/4 BSPT MaleX1-1/4BSPPFemaleSwivel90°,69.7,B9MFS-20-20,47,B9MFS,,,,,1 1/4,1 1/4,,,,2,20-20,,,,,,,,
,1-1/2BSPTMaleX1-1/2 BSPPFemaleSwivel 90°,124.25,B9MFS-24-24,24,B9MFS,,,,,1 1/2,1 1/2,,,,2,24-24,,,,,,,,
,2-0 BSPT MaleX2-0 BSPP Female Swivel 90°,273.85,B9MFS-32-32,5,B9MFS,,,,,2,2,,,,2,32-32,,,,,,,,
BANJOBT-B,,,,,,,,BSPP Banjo Bolt,,BSPP,,,,,,14980,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312416_1709547498_1709546538_BANJOBT-B.jpg,Hydraulic , Adaptors , Accessories , Banjo Bolt,,,
,1/8 BSPP Banjo Bolt,4.75,BANJOBT-02,30,BANJOBT-B,,,,,8-Jan,,,,,2,2,,,,,,,,
,1/4 BSPP BANJO BOLT,4.75,BANJOBT-04,16,BANJOBT-B,,,,,4-Jan,,,,,2,4,,,,,,,,
,3/8 BSPP BANJO BOLT,8.9,BANJOBT-06,57,BANJOBT-B,,,,,8-Mar,,,,,2,6,,,,,,,,
,1/2 BSPP Banjo Bolt,12.5,BANJOBT-08,19,BANJOBT-B,,,,,2-Jan,,,,,2,8,,,,,,,,
,3/4 BSPP Banjo Bolt,23.35,BANJOBT-12,10,BANJOBT-B,,,,,4-Mar,,,,,2,12,,,,,,,,
,1-0 BSPP Banjo Bolt,30.15,BANJOBT-16,10,BANJOBT-B,,,,,1,,,,,2,16,,,,,,,,
BANJOBT-M,,,,,,,,Metric Banjo Bolt,,Metric,,,,,,14990,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312417_1709547499_1709546538_BANJOBT-M.jpg,Hydraulic , Adaptors , Accessories , Banjo Bolt,,,
,10mm Metric Banjo Bolt,5.15,BANJOBT-10M,20,BANJOBT-M,,,,,M10X1,,,,,2,10M,,,,,,,,
,12mm Metric Banjo Bolt,4.5,BANJOBT-12M,20,BANJOBT-M,,,,,M12X1.5,,,,,2,12M,,,,,,,,
,14mm Metric Banjo Bolt,7.9,BANJOBT-14M,20,BANJOBT-M,,,,,M14X1.5,,,,,2,14M,,,,,,,,
,16mm Metric Banjo Bolt,8.8,BANJOBT-16M,19,BANJOBT-M,,,,,M16X1.5,,,,,2,16M,,,,,,,,
,18mm Metric Banjo Bolt,9.8,BANJOBT-18M,18,BANJOBT-M,,,,,M18X1.5,,,,,2,18M,,,,,,,,
,20mm Metric Banjo Bolt,11.9,BANJOBT-20M,20,BANJOBT-M,,,,,M20X1.5,,,,,2,20M,,,,,,,,
,22mm Metric Banjo Bolt,12.5,BANJOBT-22M,20,BANJOBT-M,,,,,M22X1.5,,,,,2,22M,,,,,,,,
,26mm Metric Banjo Bolt,16.1,BANJOBT-26M,10,BANJOBT-M,,,,,M26X1.5,,,,,2,26M,,,,,,,,
,30mm Metric Banjo Bolt,25.1,BANJOBT-30M,10,BANJOBT-M,,,,,M30X2,,,,,2,30M,,,,,,,,
BBANJOJ1M,,,,,,,,BSPPBanjo X JIC Male,,Banjo,JIC M,,,,,11980,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312372_1709547386_1709546539_BBANJOJ1M.jpg,Hydraulic , Adaptors , Straight Adaptors,,,,
,1/4 BSPP  Banjo X 7/16 JIC Male,10.2,BBANJOJ1M-04-04,20,BBANJOJ1M,,,,,4-Jan,16-Jul,,,,2,4-Apr,,,,,,,,
,1/4 BSPP Banjo X 9/16 IC Male Adaptor,10.2,BBANJOJ1M-04-06,16,BBANJOJ1M,,,,,4-Jan,16-Sep,,,,2,6-Apr,,,,,,,,
,3/8 BSPP Banjo X 9/16 JIC Male Adaptor,14.6,BBANJOJ1M-06-06,9,BBANJOJ1M,,,,,8-Mar,16-Sep,,,,2,6-Jun,,,,,,,,
,1/2 BSPP Banjo  X 3/4 JIC Male Adaptor,25.3,BBANJOJ1M-08-08,20,BBANJOJ1M,,,,,2-Jan,4-Mar,,,,2,8-Aug,,,,,,,,
BFSTW,,,,,,,,BSPP Female Swivel X O D Tube Weld,,BSPP F,TUBE,,,,,14470,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312417_1709547500_1709546539_BFSTW.jpg,Hydraulic , Adaptors , Tube Weld,,,,
,1/4 BSPP Female SwivelX1/4 O.D Tube Weld,6.85,BFSTW-04-04,20,BFSTW,,,,,4-Jan,4-Jan,,,,2,4-Apr,,,,,,,,
,3/8 BSPP Female SwivelX3/8 O.D Tube Weld,7.6,BFSTW-06-06,20,BFSTW,,,,,8-Mar,8-Mar,,,,2,6-Jun,,,,,,,,
,1/2 BSPP Female SwivelX1/2 O.D Tube Weld,7.9,BFSTW-08-08,20,BFSTW,,,,,2-Jan,2-Jan,,,,2,8-Aug,,,,,,,,
,3/4 BSPP Female SwivelX3/4 O.D Tube Weld,10.1,BFSTW-12-12,20,BFSTW,,,,,4-Mar,4-Mar,,,,2,12-Dec,,,,,,,,
,1-0 BSPP Female SwivelX1-0 O.D Tube Weld,17.75,BFSTW-16-16,20,BFSTW,,,,,1,1,,,,2,16-16,,,,,,,,
BIR-F-BSP,,,,,,,,ISO A Female (Poppet) Coupling x BSPP Female,,Body,BSPP F,,,,,16490,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312452_1709547546_1709546539_BIR-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO A,,,
,1-0 ISO A Body X 1-0 BSPP Female,130,F-BIR-100-BSP,239,BIR-F-BSP,,,,,1,1,,,,7,1616,,,,,,,,
,1-1/2 ISO A Body X 1-1/2 BSPP Female,573.85,F-BIR-112-BSP,12,BIR-F-BSP,,,,,1 1/2,1 1/2,,,,7,2424,,,,,,,,
,1-1/4 ISO A Body X 1-1/4 BSPP Female,341.05,F-BIR-114-BSP,61,BIR-F-BSP,,,,,1 1/4,1 1/4,,,,7,2020,,,,,,,,
,1/2 ISO A Body X 1/2  BSPP Female,38.15,F-BIR-12-BSP,1415,BIR-F-BSP,,,,,2-Jan,2-Jan,,,,7,808,,,,,,,,
,1/4 ISO A Body X 1/4  BSPP Female,33.45,F-BIR-14-BSP,300,BIR-F-BSP,,,,,4-Jan,4-Jan,,,,7,404,,,,,,,,
,2-0 ISO A Body X 2-0  BSPP Female,1162.9,F-BIR-200-BSP,9,BIR-F-BSP,,,,,2,2,,,,7,3232,,,,,,,,
,3/4 ISO A Body X 3/4  BSPP Female,83.05,F-BIR-34-BSP,205,BIR-F-BSP,,,,,4-Mar,4-Mar,,,,7,1212,,,,,,,,
,3/8 ISO A Body X 3/8  BSPP Female,38.6,F-BIR-38-BSP,271,BIR-F-BSP,,,,,8-Mar,8-Mar,,,,7,606,,,,,,,,
BIR-F-NPT,,,,,,,,ISO A Female (Poppet) Coupling x NPT Female,,Body,NPT F,,,,,16500,https://truflow.hostedwp.com.au/truflow/public/admin/images/product/1710312453_1709547546_1709546540_BIR-F.jpg,Hydraulic , Quick Release Couplings (QRC) , Poppet - Pin Style , ISO A,,,
,1-0  ISO A Body X 1-0 NPT Female,163.85,F-BIR-100-NPT,34,BIR-F-NPT,,,,,1,1,,,,7,1616,,,,,,,,
,1/2 ISO A Body X 1/2 NPT Female,43.05,F-BIR-12-NPT,42,BIR-F-NPT,,,,,2-Jan,2-Jan,,,,7,808,,,,,,,,
,1/4 ISO A Body X 1/4  NPT Female,36.6,F-BIR-14-NPT,20,BIR-F-NPT,,,,,4-Jan,4-Jan,,,,7,404,,,,,,,,
,3/4 ISO A Body X 3/4 NPT Female,86.35,F-BIR-34-NPT,46,BIR-F-NPT,,,,,4-Mar,4-Mar,,,,7,1212,,,,,,,,
,3/8 ISO A Body X 3/8  NPT Female,40.8,F-BIR-38-NPT,64,BIR-F-NPT,,,,,8-Mar,8-Mar,,,,7,606,,,,,,,,
